key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
#,Name,Category,,Description,DutyType,,,IsGoldSaucer,IsInDutyFinder,OpenRule,IsPvP,RequiredLevel,,ItemLevel{Required},,,Icon,ContentRouletteRoleBonus,Reward{TomeA},Reward{TomeB},Reward{TomeC},,,,SortKey,,ContentMemberType,,,,,,,,,,,RequireAllDuties,,ContentRouletteOpenRule,InstanceContent,,,,,,,
int32,str,str,str,str,str,byte,uint32,bit&01,bit&02,ContentRouletteOpenRule,bit&04,byte,byte,uint16,bit&08,uint16,Image,ContentRouletteRoleBonus,uint16,uint16,uint16,uint32,uint16,uint32,byte,byte,ContentMemberType,byte,byte,sbyte,bit&10,byte,byte,byte,byte,bit&20,bit&40,bit&80,bit&01,bit&02,InstanceContent,uint16,bit&04,byte,bit&08,bit&10,bit&20,byte
0,"","","","","",0,0,False,False,1,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,108,0,0,0,-1,False,0,0,0,0,True,False,True,False,False,0,0,False,0,False,True,True,0
1,"随机任务：练级迷宫","练级迷宫","","随机参加当前可以参加的迷宫或轻锐小队用讨伐战。成功完成任务后得到的报酬会大幅高于正常途径参加同样任务时的报酬。

※随机任务中所获得的额外经验值与金币报酬由参加时的职业与等级决定，在任务过程中所获得的经验值与金币的差额会在最后作为报酬一并获取。
※军票的报酬量由参加时的职业与等级决定。
※随机任务的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。
※“少数职能奖励”以申请时所显示的少数职能为准。
※组满规定人数参加时不会获得“少数职能奖励”。","对应任务：轻锐小队用迷宫、轻锐小队用讨伐战",0,0,False,True,1,False,16,16,0,False,0,112034,1,0,100,20,0,0,0,4,142,2,0,0,0,True,1,0,90,0,True,True,True,False,False,2,0,False,0,False,True,True,0
2,"随机任务：拾级迷宫","拾级迷宫","","随机参加已经开放的50级或60级或70级或80级或90级迷宫。成功完成任务后得到的报酬会大幅高于正常途径参加同样任务时的报酬。

※随机任务中所获得的额外经验值与金币报酬由参加时的职业与等级决定，在任务过程中所获得的经验值与金币的差额会在最后作为报酬一并获取。
※随机任务的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。
※“少数职能奖励”以申请时所显示的少数职能为准。
※组满规定人数参加时不会获得“少数职能奖励”。","对应任务：轻锐小队用50级/60级/70级/80级/90级迷宫",0,0,False,True,1,False,50,50,45,False,0,112035,2,100,120,0,0,0,0,3,142,2,0,0,1,True,1,0,90,0,True,True,True,False,False,2,0,False,0,False,True,True,0
3,"随机任务：主线任务","主线任务","","随机参加已经开放的主线剧情任务。成功完成任务后得到的报酬会大幅高于正常途径参加同样任务时的报酬。

※随机任务中无法跳过过场动画。
※随机任务中所获得的额外经验值与金币报酬由参加时的职业与等级决定，在任务过程中所获得的经验值与金币的差额会在最后作为报酬一并获取。
※随机任务的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。
※“少数职能奖励”以申请时所显示的少数职能为准。
※组满规定人数参加时不会获得“少数职能奖励”。","对应任务：满编小队用迷宫",0,0,False,True,1,False,50,50,42,False,0,112036,3,350,100,50,0,0,0,6,142,2,0,0,2,True,1,0,60,120,True,True,True,False,False,2,0,False,0,False,True,True,0
4,"随机任务：行会令","行会令","","随机参加已经开放的行会令任务。成功完成任务后得到的报酬会大幅高于正常途径参加同样任务时的报酬。

※随机任务中所获得的额外经验值与金币报酬由参加时的职业与等级决定，在任务过程中所获得的经验值与金币的差额会在最后作为报酬一并获取。
※军票的报酬量由参加时的职业与等级决定。
※随机任务的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。
※“少数职能奖励”以申请时所显示的少数职能为准。
※组满规定人数参加时不会获得“少数职能奖励”。
※以4人小队组队参加4人用行会令时可以无视职能要求自由组合。
※不死鸟之尾在部分任务中无法使用。","对应任务：行会令",0,0,False,True,1,False,10,10,0,False,0,112037,4,0,0,0,0,0,0,7,142,3,0,0,3,True,1,0,30,0,True,True,True,False,False,2,0,False,0,False,True,True,0
5,"随机任务：顶级迷宫","顶级迷宫","","随机参加已经开放的顶级迷宫。成功完成任务后得到的报酬会大幅高于正常途径参加同样任务时的报酬。

※随机任务中所获得的额外金币报酬由参加时的职业与等级决定，在任务过程中所获得的金币的差额会在最后作为报酬一并获取。
※随机任务的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。
※“少数职能奖励”以申请时所显示的少数职能为准。
※组满规定人数参加时不会获得“少数职能奖励”。","对应任务：轻锐小队用顶级迷宫",5,0,False,True,2,False,100,100,720,False,0,112057,5,0,60,40,0,0,0,1,142,2,0,0,4,True,1,0,90,0,True,True,True,False,False,2,0,False,0,False,True,True,0
6,"随机任务：讨伐歼灭战","讨伐歼灭战","","随机参加当前能够加入的满编小队用讨伐歼灭战。成功完成任务后得到的报酬会大幅高于正常途径参加同样任务时的报酬。

※随机任务的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。
※“少数职能奖励”以申请时所显示的少数职能为准。
※组满规定人数参加时不会获得“少数职能奖励”。","对应任务：满编小队用讨伐歼灭战",0,0,False,True,1,False,50,50,90,False,0,112056,6,0,60,15,0,0,0,5,142,3,0,0,5,True,1,0,60,0,True,False,True,False,False,2,0,False,0,False,True,True,0
7,"每日挑战：纷争前线","纷争前线","","通过每日挑战：纷争前线，将会参加当日开放的纷争前线战斗。纷争前线的战斗每日都会变更，可以在下方的信息中进行确认。

※每日挑战的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。","对应任务：昂萨哈凯尔（竞争战）",0,0,False,True,3,True,30,30,0,False,0,112083,0,0,50,20,1000,1000,1500,15,146,24,0,0,6,True,1,28,20,0,True,True,True,False,False,0,0,False,0,False,True,True,0
8,"随机任务：满级迷宫","满级迷宫","","随机参加已经开放的100级迷宫。成功完成任务后得到的报酬会大幅高于正常途径参加同样任务时的报酬。

※随机任务中所获得的额外金币报酬由参加时的职业与等级决定，在任务过程中所获得的金币的差额会在最后作为报酬一并获取。
※随机任务的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。
※“少数职能奖励”以申请时所显示的少数职能为准。
※组满规定人数参加时不会获得“少数职能奖励”。","对应任务：轻锐小队用100级迷宫",5,0,False,True,2,False,100,100,690,False,0,112123,7,0,100,15,0,0,0,2,142,2,0,0,7,True,1,0,90,0,True,True,True,False,False,2,0,False,0,False,True,True,0
9,"随机任务：指导者任务","指导者任务","","随机参加已经完成的指导者对应任务，仅限已成为战斗指导者的玩家使用。成功完成任务后得到的报酬会大幅高于正常途径参加同样任务时的报酬。

※随机任务中所获得的额外金币报酬由参加时的职业与等级决定，在任务过程中所获得的金币的差额会在最后作为报酬一并获取。
※随机任务的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。
※“少数职能奖励”以申请时所显示的少数职能为准。
※不死鸟之尾在部分任务中无法使用。","对应任务：指导者对应任务",5,0,False,True,2,False,100,100,725,False,0,112144,8,0,30,10,0,0,0,10,142,1,0,0,8,True,1,0,30,120,True,True,True,False,False,2,0,False,0,False,True,True,0
10,"","","","","",0,0,False,False,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,False,False,False,False,0,0,False,0,False,False,False,0
11,"","","","","",0,0,False,False,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,False,False,False,False,0,0,False,0,False,False,False,0
12,"","","","","",0,0,False,False,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,False,False,False,False,0,0,False,0,False,False,False,0
13,"","","","","",0,0,False,False,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,False,False,False,False,0,0,False,0,False,False,False,0
14,"","","","","",0,0,False,False,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,False,False,False,False,0,0,False,0,False,False,False,0
15,"随机任务：团队任务","团队任务","","随机参加24人团队任务。成功完成任务后得到的报酬会大幅高于正常途径参加同样任务时的报酬。

※随机任务中所获得的额外经验值与金币报酬由参加时的职业与等级决定，在任务过程中所获得的经验值与金币的差额会在最后作为报酬一并获取。
※随机任务的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。
※“少数职能奖励”以申请时所显示的少数职能为准。","对应任务：团队任务",0,0,False,True,1,False,50,50,70,True,0,112259,9,120,120,50,0,0,0,8,142,5,0,0,9,True,1,0,120,0,True,False,True,False,False,2,0,False,0,False,True,True,0
16,"","","","","",0,0,False,False,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,False,False,False,False,0,0,False,0,False,False,False,0
17,"随机任务：大型任务","大型任务","","随机参加当前可以参加的8人大型任务。成功完成任务后得到的报酬会大幅高于正常途径参加同样任务时的报酬。

※随机任务中所获得的额外经验值与金币报酬由参加时的职业与等级决定，在任务过程中所获得的经验值与金币的差额会在最后作为报酬一并获取。
※随机任务的奖励一天只能获得一次，奖励获取权会在每日<ResetTime>01</ResetTime><If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>13</Case><Case(14)>14</Case><Case(15)>15</Case><Case(16)>16</Case><Case(17)>17</Case><Case(18)>18</Case><Case(19)>19</Case><Case(20)>20</Case><Case(21)>21</Case><Case(22)>22</Case><Case(23)>23</Case></Switch><Else/>0</If>点刷新。
※“少数职能奖励”以申请时所显示的少数职能为准。
※组满规定人数参加时不会获得“少数职能奖励”。","对应任务：大型任务",1,0,False,True,1,False,60,60,170,False,0,112294,10,80,60,20,0,0,0,9,142,3,0,0,10,True,1,0,90,0,True,False,True,False,False,2,0,False,0,False,True,True,0
18,"陆行鸟竞赛：荒野大道","荒野大道","","陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。
你也朝着胜利开始竞赛吧！

※根据竞赛陆行鸟的羽力决定参赛的羽力级。
※如果以小队形式申请参赛，将会以小队成员中羽力最低的竞赛陆行鸟来决定参赛的羽力级。
※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。
※参加竞赛的玩家可以使用小队频道。","",0,0,True,True,4,False,1,0,0,False,0,112086,0,0,0,0,0,0,0,32,109,23,3,8,-1,True,19,26,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
19,"陆行鸟竞赛：太阳海岸","太阳海岸","","陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。
你也朝着胜利开始竞赛吧！

※根据竞赛陆行鸟的羽力决定参赛的羽力级。
※如果以小队形式申请参赛，将会以小队成员中羽力最低的竞赛陆行鸟来决定参赛的羽力级。
※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。
※参加竞赛的玩家可以使用小队频道。","",0,0,True,True,4,False,1,0,0,False,0,112084,0,0,0,0,0,0,0,33,109,23,3,8,-1,True,19,26,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
20,"陆行鸟竞赛：恬静小路","恬静小路","","陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。
你也朝着胜利开始竞赛吧！

※根据竞赛陆行鸟的羽力决定参赛的羽力级。
※如果以小队形式申请参赛，将会以小队成员中羽力最低的竞赛陆行鸟来决定参赛的羽力级。
※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。
※参加竞赛的玩家可以使用小队频道。","",0,0,True,True,4,False,1,0,0,False,0,112085,0,0,0,0,0,0,0,34,109,23,3,8,-1,True,19,26,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
21,"陆行鸟竞赛：随机赛道","随机赛道","","陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。
你也朝着胜利开始竞赛吧！

※在陆行鸟竞赛：随机赛道中将会随机参加可以参加的赛道。
※根据竞赛陆行鸟的羽力决定参赛的羽力级。
※如果以小队形式申请参赛，将会以小队成员中羽力最低的竞赛陆行鸟来决定参赛的羽力级。
※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。
※参加竞赛的玩家可以使用小队频道。","",0,0,True,True,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,31,109,23,3,8,-1,True,19,26,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
22,"陆行鸟竞赛：荒野大道（无报酬）","荒野大道（无报酬）","","陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。
你也朝着胜利开始竞赛吧！

※仅限小队成员进行竞赛，无法匹配其他玩家。
※小队成员中羽力最低的竞赛陆行鸟将决定参赛的羽力级。
※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。
※参加竞赛的玩家可以使用小队频道。
※无法获得报酬与经验值。","",0,0,True,True,4,False,1,0,0,False,0,112086,0,0,0,0,0,0,0,36,109,23,3,8,-1,True,19,27,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
23,"陆行鸟竞赛：太阳海岸（无报酬）","太阳海岸（无报酬）","","陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。
你也朝着胜利开始竞赛吧！

※仅限小队成员进行竞赛，无法匹配其他玩家。
※小队成员中羽力最低的竞赛陆行鸟将决定参赛的羽力级。
※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。
※参加竞赛的玩家可以使用小队频道。
※无法获得报酬与经验值。","",0,0,True,True,4,False,1,0,0,False,0,112084,0,0,0,0,0,0,0,37,109,23,3,8,-1,True,19,27,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
24,"陆行鸟竞赛：恬静小路（无报酬）","恬静小路（无报酬）","","陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。
你也朝着胜利开始竞赛吧！

※仅限小队成员进行竞赛，无法匹配其他玩家。
※小队成员中羽力最低的竞赛陆行鸟将决定参赛的羽力级。
※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。
※参加竞赛的玩家可以使用小队频道。
※无法获得报酬与经验值。","",0,0,True,True,4,False,1,0,0,False,0,112085,0,0,0,0,0,0,0,38,109,23,3,8,-1,True,19,27,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
25,"陆行鸟竞赛：随机赛道（无报酬）","随机赛道（无报酬）","","陆行鸟竞赛是参赛者们与专职奔跑的竞赛陆行鸟搭档一起争夺名次的竞技。
你也朝着胜利开始竞赛吧！

※在陆行鸟竞赛：随机赛道中将会随机参加可以参加的赛道。
※仅限小队成员进行竞赛，无法匹配其他玩家。
※小队成员中羽力最低的竞赛陆行鸟将决定参赛的羽力级。
※在参赛的羽力级决定后，能力超过该羽力级的竞赛陆行鸟，将会根据该羽力级进行能力的调整。
※参加竞赛的玩家可以使用小队频道。
※无法获得报酬与经验值。","",0,0,True,True,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,35,109,23,3,8,-1,True,19,27,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
26,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,34,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
27,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,35,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
28,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,36,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
29,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,37,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
30,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,38,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
31,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,39,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
32,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,40,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
33,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,41,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
34,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,42,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
35,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,43,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
36,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,44,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
37,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,45,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
38,"陆行鸟竞赛：随机赛道","随机赛道","","","",0,0,True,False,4,False,1,0,0,False,0,112295,0,0,0,0,0,0,0,46,109,23,3,8,-1,False,19,0,10,0,True,True,False,False,False,0,0,False,0,False,True,True,0
39,"","","","","",0,0,False,False,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,False,False,False,False,False,0,0,False,0,False,False,False,0
40,"水晶冲突（练习赛）","练习赛","","“水晶冲突”是艾欧泽亚城邦军事同盟为由少数人组成的局部战争打造的新型模拟战。在现有的对人战斗的基础上，增加了确保重要物资“战术水晶”并将其转移到目的地的战略要素。在用最新全息投影技术再现的多彩环境中努力取得胜利吧！","",0,0,False,True,3,True,30,30,0,False,0,112471,0,0,0,0,0,0,0,47,146,29,3,2,-1,True,6,43,5,0,False,False,False,False,False,0,40027,False,0,False,True,True,0
41,"水晶冲突（段位赛）","段位赛","","“水晶冲突”是艾欧泽亚城邦军事同盟为由少数人组成的局部战争打造的新型模拟战。在现有的对人战斗的基础上，增加了确保重要物资“战术水晶”并将其转移到目的地的战略要素。在用最新全息投影技术再现的多彩环境中努力取得胜利吧！

※胜利之星和水晶点会因比赛的胜负而变动。
※会与段位和阶位相近的玩家进行匹配。
※会尽量平衡双方小队成员的职业构成、段位、阶位来进行分组。","",0,0,False,True,3,True,30,30,0,False,0,112472,0,0,0,0,0,0,0,48,146,29,3,1,-1,True,6,43,5,0,False,False,False,False,False,0,40030,False,0,False,True,True,1
