key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
65,2002061,0,2745,0,51,6710324,1,0,0,56,6710340,3,0,0,59,6710295,3,0,0,6887962,111101,"探索任务：试剂实验","我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
我们已经确认实验完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
67,2002045,2002042,0,0,14,6798644,4,0,0,19,6798635,4,0,0,25,6710324,1,0,0,6710323,111101,"探索任务：收集过属性水晶","属性之力发生剧烈变化的云冠群岛很容易促使以太结晶。带有强大属性之力的水晶极有可能成为重要资源。
所以我们希望冒险者能帮助我们收集过属性水晶，请将收集到的物资交给恩惠号附近的艾因哈特家的飞行员。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
68,0,0,0,0,64,6710310,3,0,0,96,6710299,3,0,0,94,6710299,3,0,0,6887963,111101,"探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
69,0,0,0,0,95,6788805,3,0,0,82,6710333,3,0,0,91,6710333,2,0,0,6887978,111101,"探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
70,0,0,0,0,81,6710291,3,0,0,87,6710345,3,0,0,74,6710340,2,0,0,6887981,111101,"探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
71,2002064,2002062,0,0,27,6710336,3,0,0,35,6710320,3,0,0,36,6710324,1,0,0,6710323,111101,"探索任务：采集云海生物标本","云冠群岛是一座长期与外界隔离的浮岛，不仅有珍稀的古代生物在此栖息，还有受到属性之力影响的变异个体。
我们希望冒险者帮忙采集这些珍稀生物的标本用作博物学研究。请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒，然后采集标本。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
72,2002059,2002060,0,0,48,6782944,3,0,0,49,6710307,3,0,0,50,6710324,1,0,0,6710323,111101,"探索任务：收集诱引香的素材","我们艾因哈特家在探索过程中发现了一种奇特的生物现象。在云冠群岛区域，有一部分生物可以通过散发香味来吸引其他种类的生物。
为了提高狩猎的效率，我们准备利用这些生物来制作诱引香陷阱。希望冒险者能够前往指定的两处地点讨伐特定的生物，以收集我们所需要的素材。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
73,0,0,0,0,38,6710306,3,0,0,44,6710329,3,0,0,47,6710329,2,6798623,5,6798622,111101,"探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
74,0,0,0,0,39,6710314,3,0,0,45,6710337,3,0,0,47,6710337,2,6798625,5,6798624,111101,"探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
75,2002061,0,2745,0,51,6710324,1,0,0,54,6710341,3,0,0,60,6710316,3,0,0,6887970,111101,"探索任务：试剂实验","我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
77,2002046,2002043,0,0,17,6798641,4,0,0,21,6798637,4,0,0,25,6710324,1,0,0,6710323,111101,"探索任务：收集过属性水晶","属性之力发生剧烈变化的云冠群岛很容易促使以太结晶。带有强大属性之力的水晶极有可能成为重要资源。
所以我们希望冒险者能帮助我们收集过属性水晶，请将收集到的物资交给恩惠号附近的艾因哈特家的飞行员。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
78,0,0,0,0,63,6710316,3,0,0,66,6710341,3,0,0,91,6710341,3,0,0,6887979,111101,"探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
79,0,0,0,0,77,6710345,3,0,0,96,6710295,3,0,0,93,6710295,3,0,0,6887962,111101,"探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
80,0,0,0,0,76,6710285,3,0,0,88,6710328,3,0,0,73,6710310,3,0,0,6887968,111101,"探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
81,2002064,2002062,0,0,26,6710321,3,0,0,33,6710289,3,0,0,36,6710324,1,0,0,6710323,111101,"探索任务：采集云海生物标本","云冠群岛是一座长期与外界隔离的浮岛，不仅有珍稀的古代生物在此栖息，还有受到属性之力影响的变异个体。
我们希望冒险者帮忙采集这些珍稀生物的标本用作博物学研究。请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒，然后采集标本。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
82,2002059,2002060,0,0,48,6710302,3,0,0,49,6710340,3,0,0,50,6710324,1,0,0,6710323,111101,"探索任务：收集诱引香的素材","我们艾因哈特家在探索过程中发现了一种奇特的生物现象。在云冠群岛区域，有一部分生物可以通过散发香味来吸引其他种类的生物。
为了提高狩猎的效率，我们准备利用这些生物来制作诱引香陷阱。希望冒险者能够前往指定的两处地点讨伐特定的生物，以收集我们所需要的素材。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
83,0,0,0,0,43,6710298,3,0,0,44,6710329,3,0,0,47,6710329,2,6798623,5,6798622,111101,"探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
84,0,0,0,0,38,6782944,3,0,0,45,6710337,3,0,0,47,6710337,2,6798627,5,6798626,111101,"探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
85,2002061,0,2745,0,51,6710324,1,0,0,56,6710332,3,0,0,57,6710307,3,0,0,6887986,111101,"探索任务：试剂实验","我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
我们已经确认实验完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
87,2002041,2002044,0,0,18,6798635,4,0,0,22,6798647,4,0,0,25,6710324,1,0,0,6710323,111101,"探索任务：收集过属性水晶","属性之力发生剧烈变化的云冠群岛很容易促使以太结晶。带有强大属性之力的水晶极有可能成为重要资源。
所以我们希望冒险者能帮助我们收集过属性水晶，请将收集到的物资交给恩惠号附近的艾因哈特家的飞行员。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
88,0,0,0,0,63,6710298,3,0,0,66,6710307,3,0,0,73,6710294,3,0,0,6887961,111101,"探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
89,0,0,0,0,79,6710320,3,0,0,84,6710306,3,0,0,94,6710306,3,0,0,6887967,111101,"探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
90,0,0,0,0,77,6710345,3,0,0,96,6710295,3,0,0,74,6710285,3,0,0,6887957,111101,"探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
91,2002064,2002062,0,0,27,6710303,3,0,0,33,6710291,3,0,0,36,6710324,1,0,0,6710323,111101,"探索任务：采集云海生物标本","云冠群岛是一座长期与外界隔离的浮岛，不仅有珍稀的古代生物在此栖息，还有受到属性之力影响的变异个体。
我们希望冒险者帮忙采集这些珍稀生物的标本用作博物学研究。请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒，然后采集标本。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
92,2002059,2002060,0,0,48,6710317,3,0,0,49,6710310,3,0,0,50,6710324,1,0,0,6710323,111101,"探索任务：收集诱引香的素材","我们艾因哈特家在探索过程中发现了一种奇特的生物现象。在云冠群岛区域，有一部分生物可以通过散发香味来吸引其他种类的生物。
为了提高狩猎的效率，我们准备利用这些生物来制作诱引香陷阱。希望冒险者能够前往指定的两处地点讨伐特定的生物，以收集我们所需要的素材。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
93,0,0,0,0,43,6710333,3,0,0,46,6710321,3,0,0,47,6710321,2,6798621,5,6798620,111101,"探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
94,0,0,0,0,39,6710289,3,0,0,45,6710337,3,0,0,47,6710337,2,6798625,5,6798624,111101,"探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
95,2002061,0,2745,0,51,6710324,1,0,0,55,6710344,3,0,0,57,6710311,3,0,0,6887987,111101,"探索任务：试剂实验","我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",""
